itemString,marketValue,minBuyout,historical,numAuctions,date
66960,530585198,5213337700,274918721,1,2021-03-15 07:54:26
9911,387977,248900,716804,8,2021-03-15 07:54:26
40943,17992108,16588500,12571644,2,2021-03-15 07:54:26
7058,83584,20000,414633,46,2021-03-15 07:54:26
5528,2596754,2500400,2955643,49,2021-03-15 07:54:26
14942,4381597,2004800,5403719,15,2021-03-15 07:54:26
76095,18076,17500,81789,5,2021-03-15 07:54:26
25277,32322679,27865500,90938903,1,2021-03-15 07:54:26
15139,1260385,1000000,2157942,10,2021-03-15 07:54:26
36174,446308,355000,466182,4,2021-03-15 07:54:26
75119,132210399,132209700,132214801,2,2021-03-15 07:54:26
5500,40768,22500,103363,16,2021-03-15 07:54:26
58489,1030595,1505200,1646989,7,2021-03-15 07:54:26
85822,32595200,32595200,29454648,4,2021-03-15 07:54:26
3819,117805,131500,152670,18,2021-03-15 07:54:26
6661,4933,1435900,161006,9,2021-03-15 07:54:26
41522,846225,550000,835556,9,2021-03-15 07:54:26
4306,1950,500,2761,58,2021-03-15 07:54:26
55459,3856012,3500000,3898522,7,2021-03-15 07:54:26
23425,130397,72800,151959,34,2021-03-15 07:54:26
52325,219379,150000,272393,44,2021-03-15 07:54:26
118006,16713,14400,8130,13,2021-03-15 07:54:26
72103,366760,320000,497324,22,2021-03-15 07:54:26
24607,3384656,3878600,4709361,5,2021-03-15 07:54:26
109217,186897,178800,245002,5,2021-03-15 07:54:26
8176,374441,251000,823420,2,2021-03-15 07:54:26
122347,5317852,0,2330251,0,2021-03-15 07:54:26
109119,39066,38900,48038,73,2021-03-15 07:54:26
42374,4413843,4413600,4426969,2,2021-03-15 07:54:26
14380,691141643,692465800,438674451,2,2021-03-15 07:54:26
2888,9088915,12981200,1917396,2,2021-03-15 07:54:26
6833,10749313,18740000,22329926,10,2021-03-15 07:54:26
106452,15969613,17480000,8820125,3,2021-03-15 07:54:26
118472,718710,548600,668516,12,2021-03-15 07:54:26
52373,223320,48900,837451,84,2021-03-15 07:54:26
2771,30582,13500,27526,35,2021-03-15 07:54:26
82253,398901,350000,241421,10,2021-03-15 07:54:26
6423,3318882,2501400,10372927,8,2021-03-15 07:54:26
14431,251388,159700,463855,10,2021-03-15 07:54:26
111245,173386,140000,276730,11,2021-03-15 07:54:26
82065,1288753,2836200,1411173,3,2021-03-15 07:54:26
72988,5764,2500,4955,85,2021-03-15 07:54:26
7062,77333,70000,117629,28,2021-03-15 07:54:26
41599,1596736,1500000,1113414,27,2021-03-15 07:54:26
14409,631690,558300,714662,7,2021-03-15 07:54:26
4436,1742810179,2000001000,964715752,2,2021-03-15 07:54:26
54475,11096666,10999100,4969746,6,2021-03-15 07:54:26
38924,44176047,47607700,35088517,3,2021-03-15 07:54:26
38945,4294973,5245900,966543,5,2021-03-15 07:54:26
7048,118087,80800,164026,16,2021-03-15 07:54:26
10054,1176238,1168500,578003,17,2021-03-15 07:54:26
109147,797658,648500,860362,4,2021-03-15 07:54:26
24811,4746457,5565200,15932968,4,2021-03-15 07:54:26
13100,2500000,2500000,4009196,3,2021-03-15 07:54:26
106616,44488096,39999900,22802811,2,2021-03-15 07:54:26
87234,3889462,801900,1980226,2,2021-03-15 07:54:26
14530,51600,51600,83019,2,2021-03-15 07:54:26
76677,21090332,22258000,14925311,1,2021-03-15 07:54:26
44089,0,0,10000900,0,2021-03-15 07:54:26
113355,59439,46000,90209,9,2021-03-15 07:54:26
25170,232472101,244720300,209414585,2,2021-03-15 07:54:26
55393,19962883,19951100,21097726,3,2021-03-15 07:54:26
14452,1490773,1446400,1490784,10,2021-03-15 07:54:26
49908,257346,157400,221757,23,2021-03-15 07:54:26
14180,11846522,11846400,74243899,6,2021-03-15 07:54:26
109125,17895,17100,17609,33,2021-03-15 07:54:26
24722,3200554,2993200,2708327,10,2021-03-15 07:54:26
33924,5566232,5000000,6202483,13,2021-03-15 07:54:26
109153,862555,494000,2236621,3,2021-03-15 07:54:26
53038,328017,299900,288101,13,2021-03-15 07:54:26
14256,1131794,750000,1211664,17,2021-03-15 07:54:26
8197,3052640,2999100,2469133,5,2021-03-15 07:54:26
15188,1642615,1698900,9031483,10,2021-03-15 07:54:26
72104,13513789,12490000,12695400,13,2021-03-15 07:54:26
14216,2490626,2489800,5405714,10,2021-03-15 07:54:26
10164,884337,773300,1413081,3,2021-03-15 07:54:26
15158,34553700,34553700,31972401,15,2021-03-15 07:54:26
25262,12974954,17000000,27043188,2,2021-03-15 07:54:26
24977,1096151,750000,2025864,5,2021-03-15 07:54:26
4694,8445433,2500000,2918867,6,2021-03-15 07:54:26
62066,1128919,2129800,1266000,2,2021-03-15 07:54:26
15992,95282,16600,144382,4,2021-03-15 07:54:26
29505,70250402,70000000,74072579,3,2021-03-15 07:54:26
25192,1155603,1317700,3180970,7,2021-03-15 07:54:26
128499,72857,70000,97509,3,2021-03-15 07:54:26
22573,90823,150000,33367,26,2021-03-15 07:54:26
82280,100203,121100,155145,9,2021-03-15 07:54:26
2458,197505,387500,136222,3,2021-03-15 07:54:26
74247,71016,79000,50792,20,2021-03-15 07:54:26
15654,7211216,28443700,4594385,4,2021-03-15 07:54:26
24246,62859,50000,72816,9,2021-03-15 07:54:26
6547,88333,170200,118224,9,2021-03-15 07:54:26
87506,35611114,34690900,26482001,2,2021-03-15 07:54:26
3358,150434,91000,176485,49,2021-03-15 07:54:26
23736,407985,399500,213654,2,2021-03-15 07:54:26
128014,0,0,525620262,0,2021-03-15 07:54:26
14043,6153395,2815400,3069733,3,2021-03-15 07:54:26
79010,77278,37000,10057,35,2021-03-15 07:54:26
23445,803319,989300,647074,18,2021-03-15 07:54:26
3835,339454,1000000,249460,29,2021-03-15 07:54:26
72092,92783,69900,126862,23,2021-03-15 07:54:26
14852,1943620,3685200,5893412,5,2021-03-15 07:54:26
36269,3728909,2250000,5287726,5,2021-03-15 07:54:26
32464,45290,18000,47907,8,2021-03-15 07:54:26
14310,787922,976000,3825999,10,2021-03-15 07:54:26
9850,226812,100000,784724,9,2021-03-15 07:54:26
127712,128760400,0,211058981,0,2021-03-15 07:54:26
14578,12997703,12997500,18238925,4,2021-03-15 07:54:26
12361,28189,100000,41061,5,2021-03-15 07:54:26
15135,616472,192900,10563936,5,2021-03-15 07:54:26
