itemString,marketValue,minBuyout,historical,numAuctions,date
14094,304360645,328446400,213080011,1,2021-03-15 07:54:19
39927,3868784,0,4901466,0,2021-03-15 07:54:19
4017,239288567,0,169795079,0,2021-03-15 07:54:19
52534,0,0,989331956,0,2021-03-15 07:54:19
52535,0,0,565670943,0,2021-03-15 07:54:19
68747,7204063,2999800,6048358,7,2021-03-15 07:54:19
58233,0,0,3509802780,0,2021-03-15 07:54:19
25392,5000900,0,5000900,0,2021-03-15 07:54:19
14752,1316197497,1250000000,1109237231,2,2021-03-15 07:54:19
38277,3098558,2359900,2966210,4,2021-03-15 07:54:19
37365,7752253,990000,4823189,2,2021-03-15 07:54:19
14179,23107722,23453000,20756657,2,2021-03-15 07:54:19
52784,0,0,111600,0,2021-03-15 07:54:19
49967,10789358,2999900,9325376,1,2021-03-15 07:54:19
31212,188009461,120000000,188628356,1,2021-03-15 07:54:19
132541,6243328,11941900,3319199,2,2021-03-15 07:54:19
80591,830266,0,1765064,0,2021-03-15 07:54:19
24061,23894334,31000000,19730258,1,2021-03-15 07:54:19
124441,110754,49500,174653,31,2021-03-15 07:54:19
20709,100026,20100,288443,1,2021-03-15 07:54:19
81197,9353,10200,3950,2,2021-03-15 07:54:19
59493,7487007,51563300,12362044,1,2021-03-15 07:54:19
7286,20579529,22520600,5424494,1,2021-03-15 07:54:19
36405,0,0,2878888,0,2021-03-15 07:54:19
108359,1000100,0,1000100,0,2021-03-15 07:54:19
56491,3891079,6895100,5204525,2,2021-03-15 07:54:19
56509,27806493,31753100,28261181,2,2021-03-15 07:54:19
56495,18437277,19699400,21899231,2,2021-03-15 07:54:19
32772,0,0,73366510,0,2021-03-15 07:54:19
14509,624328975,665302500,662120205,1,2021-03-15 07:54:19
81200,7701,11500,8400,1,2021-03-15 07:54:19
86607,28531942,15004600,32844257,6,2021-03-15 07:54:19
77530,33791956,26500000,25647458,3,2021-03-15 07:54:19
15552,28863195,28965500,27000985,5,2021-03-15 07:54:19
4607,0,0,5877,0,2021-03-15 07:54:19
15526,23647785,9652700,29779579,4,2021-03-15 07:54:19
108347,0,0,16550,0,2021-03-15 07:54:19
106352,0,0,1686807,0,2021-03-15 07:54:19
76566,0,0,39102040,0,2021-03-15 07:54:19
22823,3637130,3630000,2955390,1,2021-03-15 07:54:19
76894,31133822,11115100,48023474,1,2021-03-15 07:54:19
18294,10527214,9944700,6508604,4,2021-03-15 07:54:19
28282,32887533,45884500,1554152,1,2021-03-15 07:54:19
20381,0,0,180000000,0,2021-03-15 07:54:19
43565,41315367,55874100,16816259,2,2021-03-15 07:54:19
3403,5338,0,4460,0,2021-03-15 07:54:19
25354,0,0,111100,0,2021-03-15 07:54:19
2585,4620577,4782400,3692750,3,2021-03-15 07:54:19
7361,85787306,89891100,81110764,3,2021-03-15 07:54:19
42421,0,0,9945418,0,2021-03-15 07:54:19
22824,2155060,3589600,1822291,4,2021-03-15 07:54:19
7728,1075527495,1012419900,632072956,1,2021-03-15 07:54:19
112463,1700,0,1700,0,2021-03-15 07:54:19
81408,2491933,0,1500869,0,2021-03-15 07:54:19
52242,17434371,19490000,3714648,1,2021-03-15 07:54:19
52291,10103121,6662400,9863476,1,2021-03-15 07:54:19
40055,0,0,99462750,0,2021-03-15 07:54:19
3989,3793479,0,29190090,0,2021-03-15 07:54:19
10018,4701023,4559100,5344273,3,2021-03-15 07:54:19
118820,286025500,0,250611320,0,2021-03-15 07:54:19
33370,0,0,6806800,0,2021-03-15 07:54:19
33426,0,0,14400,0,2021-03-15 07:54:19
59029,151343084,0,51300289,0,2021-03-15 07:54:19
23637,10427851000,25328862000,1035803383,2,2021-03-15 07:54:19
40771,0,0,26000,0,2021-03-15 07:54:19
116804,909298127,1000000000,322734850,1,2021-03-15 07:54:19
14607,13558674,12225500,9675455,1,2021-03-15 07:54:19
22521,0,0,1752300,0,2021-03-15 07:54:19
25359,6384600,0,6384600,0,2021-03-15 07:54:19
25402,894653,0,3114521,0,2021-03-15 07:54:19
25343,16780,0,10697,0,2021-03-15 07:54:19
37364,140068113,149988500,97487572,2,2021-03-15 07:54:19
90487,861003167,906181100,667177357,1,2021-03-15 07:54:19
90490,316706505,307999900,249728570,2,2021-03-15 07:54:19
2618,33118500,0,37784150,0,2021-03-15 07:54:19
25363,10331157,0,7100040,0,2021-03-15 07:54:19
106825,21500,21500,21500,1,2021-03-15 07:54:19
25418,554079,0,160700,0,2021-03-15 07:54:19
25406,4207600,0,4207600,0,2021-03-15 07:54:19
4865,17912,0,18985,0,2021-03-15 07:54:19
29799,6581497,6776300,2360766,1,2021-03-15 07:54:19
25357,0,0,19964100,0,2021-03-15 07:54:19
13818,15100,0,15100,0,2021-03-15 07:54:19
4313,5284599,8736800,14577525,2,2021-03-15 07:54:19
14043,30328094,30693900,30587670,2,2021-03-15 07:54:19
12025,6240400,6240400,6240400,3,2021-03-15 07:54:19
4565,5129740,100,6070374,1,2021-03-15 07:54:19
114008,0,0,10288,0,2021-03-15 07:54:19
3841,0,0,195939027,0,2021-03-15 07:54:19
46379,917542,990000,657008,2,2021-03-15 07:54:19
58259,32401479,0,5502580,0,2021-03-15 07:54:19
11996,13252494,12169400,11281817,1,2021-03-15 07:54:19
15568,19432313,18493300,22647206,3,2021-03-15 07:54:19
40118,0,0,21777025,0,2021-03-15 07:54:19
1817,419292,0,533463,0,2021-03-15 07:54:19
3890,84236200,0,76284069,0,2021-03-15 07:54:19
38798,12710974,14000000,11761171,1,2021-03-15 07:54:19
38796,5422322,5626200,5017318,3,2021-03-15 07:54:19
13462,7321558,7510100,3666456,2,2021-03-15 07:54:19
79325,0,0,261145000,0,2021-03-15 07:54:19
3778,0,0,19500,0,2021-03-15 07:54:19
3780,0,0,19700,0,2021-03-15 07:54:19
3795,0,0,8100,0,2021-03-15 07:54:19
3665,3654977,6157100,1813730,1,2021-03-15 07:54:19
76508,0,0,8531412,0,2021-03-15 07:54:19
44697,143297344,99993100,41665879,2,2021-03-15 07:54:19
76528,0,0,7960806,0,2021-03-15 07:54:19
12549,9094958,7768500,9112247,2,2021-03-15 07:54:19
3927,622107,1255900,444015,1,2021-03-15 07:54:19
7411,6002000,6002000,3175970,1,2021-03-15 07:54:19
118836,96307292,74101200,95047537,2,2021-03-15 07:54:19
31246,235763343,0,124541661,0,2021-03-15 07:54:19
3814,5909371,0,4081700,0,2021-03-15 07:54:19
27661,0,0,50300,0,2021-03-15 07:54:19
68198,83781,0,2300,0,2021-03-15 07:54:19
62063,0,0,104300,0,2021-03-15 07:54:19
38403,11101446,14562100,6634308,2,2021-03-15 07:54:19
44441,18748596,16503500,22099396,1,2021-03-15 07:54:19
39083,42221961,42044500,42158433,4,2021-03-15 07:54:19
52176,22319500,0,18810716,0,2021-03-15 07:54:19
28102,512474,447400,420189,2,2021-03-15 07:54:19
4707,5635261,4494500,5858563,2,2021-03-15 07:54:19
41146,70000,0,73187,0,2021-03-15 07:54:19
14404,66162625,0,32561314,0,2021-03-15 07:54:19
31238,4868311,0,1957893,0,2021-03-15 07:54:19
38466,20800,0,20800,0,2021-03-15 07:54:19
38413,14102053,14101900,11051991,3,2021-03-15 07:54:19
38440,7333192,12839000,3635165,2,2021-03-15 07:54:19
38412,1044413,933900,1449388,3,2021-03-15 07:54:19
38436,3011814,2660700,5502821,3,2021-03-15 07:54:19
16006,385212405,447279400,224262396,1,2021-03-15 07:54:19
38415,11226203,13240100,5519732,2,2021-03-15 07:54:19
38424,10770311,12252900,6920125,3,2021-03-15 07:54:19
6292,1728362053,65600,18559139,1,2021-03-15 07:54:19
32535,0,0,58423600,0,2021-03-15 07:54:19
15055,47025411,83305800,22068593,2,2021-03-15 07:54:19
38417,1916286,1803100,3581486,3,2021-03-15 07:54:19
15061,66801498,96218300,25613887,2,2021-03-15 07:54:19
1678,41479737,0,57575650,0,2021-03-15 07:54:19
4370,5844,0,8142,0,2021-03-15 07:54:19
4257,5278973,4526100,7935946,2,2021-03-15 07:54:19
62649,66488404,88841100,26574509,2,2021-03-15 07:54:19
37196,44070648,55000000,29573370,1,2021-03-15 07:54:19
27686,421145723,539999800,326644448,1,2021-03-15 07:54:19
5001,95359434,0,30700705,0,2021-03-15 07:54:19
52074,100,0,100,0,2021-03-15 07:54:19
37799,7618112,18000000,4486861,2,2021-03-15 07:54:19
63348,165971792,0,154597980,0,2021-03-15 07:54:19
43852,17171,17600,8634,1,2021-03-15 07:54:19
76563,0,0,15100,0,2021-03-15 07:54:19
10204,8589747,8999000,17851570,2,2021-03-15 07:54:19
80592,1961,600,8884,1,2021-03-15 07:54:19
89326,293052,500600,3395800,1,2021-03-15 07:54:19
79102,0,0,16615,0,2021-03-15 07:54:19
80593,600,0,22418,0,2021-03-15 07:54:19
80595,235844,500600,15600,1,2021-03-15 07:54:19
422,739047,100,45544,1,2021-03-15 07:54:19
32211,0,0,3946700,0,2021-03-15 07:54:19
14300,7730096,11741800,10611746,9,2021-03-15 07:54:19
36435,0,0,49800,0,2021-03-15 07:54:19
2528,54550100,0,33874175,0,2021-03-15 07:54:19
2534,32980500,0,18660665,0,2021-03-15 07:54:19
2321,4143,1700,2456,3,2021-03-15 07:54:19
4604,933445,0,42236,0,2021-03-15 07:54:19
56205,15848800,0,12675850,0,2021-03-15 07:54:19
2680,624753,691700,839598,4,2021-03-15 07:54:19
41440,11300,11300,11300,1,2021-03-15 07:54:19
75062,73358937,70846000,91939479,2,2021-03-15 07:54:19
9841,23058080,21683900,21333217,2,2021-03-15 07:54:19
41240,18930733,7048900,38717351,4,2021-03-15 07:54:19
78327,267281105,200000000,219913753,1,2021-03-15 07:54:19
38993,2454390,0,2203541,0,2021-03-15 07:54:19
14589,12604603,12606600,13091642,4,2021-03-15 07:54:19
1510,612185,0,750808,0,2021-03-15 07:54:19
1497,214698,0,202454,0,2021-03-15 07:54:19
15894,58219052,58159100,62421713,2,2021-03-15 07:54:19
3375,15806366,0,27312500,0,2021-03-15 07:54:19
2778,1120312,0,579628,0,2021-03-15 07:54:19
2214,93691633,0,63162166,0,2021-03-15 07:54:19
1730,3500,0,3500,0,2021-03-15 07:54:19
1418,479847,1110100,443433,1,2021-03-15 07:54:19
4003,0,0,27305350,0,2021-03-15 07:54:19
4656,2266483,10100,4879111,2,2021-03-15 07:54:19
8151,1701620,0,542833,0,2021-03-15 07:54:19
14483,59999145,60000000,59892578,1,2021-03-15 07:54:19
4026,24054676,0,18734523,0,2021-03-15 07:54:19
3961,246222916,0,150917668,0,2021-03-15 07:54:19
19291,70746,0,462199,0,2021-03-15 07:54:19
100739,0,0,1861409,0,2021-03-15 07:54:19
67400,0,0,49989900,0,2021-03-15 07:54:19
32678,360997114,0,271246355,0,2021-03-15 07:54:19
78243,399999939,400000000,399994107,2,2021-03-15 07:54:19
78244,400000000,0,400000000,0,2021-03-15 07:54:19
7676,2300000,0,924298,0,2021-03-15 07:54:19
78218,464045678,421260500,451958785,1,2021-03-15 07:54:19
119338,186990000,0,186990000,0,2021-03-15 07:54:19
76551,4587267,0,3232117,0,2021-03-15 07:54:19
76559,15100,0,15083,0,2021-03-15 07:54:19
76524,0,0,15100,0,2021-03-15 07:54:19
76522,0,0,341500,0,2021-03-15 07:54:19
76529,0,0,15100,0,2021-03-15 07:54:19
76557,0,0,15100,0,2021-03-15 07:54:19
76555,0,0,15035,0,2021-03-15 07:54:19
52104,8889709,11190300,6637085,2,2021-03-15 07:54:19
76569,73561,15100,175663,1,2021-03-15 07:54:19
33173,804784399,815000000,706047623,1,2021-03-15 07:54:19
5002,4676234,6882400,2959036,1,2021-03-15 07:54:19
3220,33290,0,273779,0,2021-03-15 07:54:19
733,177065,0,196905,0,2021-03-15 07:54:19
22557,434497693,358116200,275552706,2,2021-03-15 07:54:19
81401,9068943,11181300,2855828,1,2021-03-15 07:54:19
38278,10668624,9415200,8144398,2,2021-03-15 07:54:19
12015,17099216,9907100,9002321,4,2021-03-15 07:54:19
44329,449743,1200000,458523,1,2021-03-15 07:54:19
28284,402584492,0,140870954,0,2021-03-15 07:54:19
2863,97904,48600,105353,4,2021-03-15 07:54:19
44941,2839,500,21174,3,2021-03-15 07:54:19
76572,16600,0,69116,0,2021-03-15 07:54:19
52487,188186461,0,177469370,0,2021-03-15 07:54:19
18358,0,0,1966666766,0,2021-03-15 07:54:19
18360,4359787310,4359786300,1314799350,2,2021-03-15 07:54:19
69954,202071290,213041500,158279131,1,2021-03-15 07:54:19
62064,298458,12000,143230,2,2021-03-15 07:54:19
41367,0,0,1872869,0,2021-03-15 07:54:19
3975,63937565,0,54915700,0,2021-03-15 07:54:19
13821,140265015,0,114411777,0,2021-03-15 07:54:19
3996,584188608,0,302458908,0,2021-03-15 07:54:19
