itemString,marketValue,minBuyout,historical,numAuctions,date
106531,25210025,32389300,6661368,1,2021-03-15 07:54:24
39918,5262326,5132000,5017871,1,2021-03-15 07:54:24
33419,8200,0,14109,0,2021-03-15 07:54:24
33366,7061141,0,6039251,0,2021-03-15 07:54:24
33423,2180981,0,9351972,0,2021-03-15 07:54:24
33398,2397179,0,1969742,0,2021-03-15 07:54:24
29535,1666718200,0,274223917,0,2021-03-15 07:54:24
106451,26360010,27350600,28462372,2,2021-03-15 07:54:24
38318,58461554,0,39387516,0,2021-03-15 07:54:24
4777,74133376,50008800,86732580,3,2021-03-15 07:54:24
20855,4316488,3000600,9814063,2,2021-03-15 07:54:24
4795,16920846,16920700,17552863,4,2021-03-15 07:54:24
4794,25625207,25625200,26728337,4,2021-03-15 07:54:24
4798,19172991,22026300,14800129,1,2021-03-15 07:54:24
18356,0,0,1139669000,0,2021-03-15 07:54:24
35128,40585562,38994400,61864053,3,2021-03-15 07:54:24
86849,95157575,95003800,83417590,2,2021-03-15 07:54:24
124441,390329,350000,332282,9,2021-03-15 07:54:24
78257,723280882,867670000,523124994,1,2021-03-15 07:54:24
43660,57326888,82499800,33985036,2,2021-03-15 07:54:24
7954,99999900,99999900,139114124,1,2021-03-15 07:54:24
24748,2115517,508700,6728983,3,2021-03-15 07:54:24
7929,743942301,629406400,485133146,2,2021-03-15 07:54:24
67404,905467,1809500,1445916,1,2021-03-15 07:54:24
79305,0,0,12506400,0,2021-03-15 07:54:24
34859,15047791,0,16516415,0,2021-03-15 07:54:24
13900,0,0,94874797,0,2021-03-15 07:54:24
59367,269891738,269891500,179875127,5,2021-03-15 07:54:24
30739,20860374,20860300,16618289,5,2021-03-15 07:54:24
21993,0,0,310005100,0,2021-03-15 07:54:24
4686,165563655,150004300,83415704,3,2021-03-15 07:54:24
29723,0,0,316269808,0,2021-03-15 07:54:24
55261,17483023,19109900,8746405,1,2021-03-15 07:54:24
76579,0,0,42547831,0,2021-03-15 07:54:24
132543,4688910,6499100,2116409,2,2021-03-15 07:54:24
132499,45583487,47825800,26693780,2,2021-03-15 07:54:24
134007,693625087,711357900,317963960,1,2021-03-15 07:54:24
22146,882328328,1690006900,190193160,1,2021-03-15 07:54:24
15969,14403108,14313800,17191837,4,2021-03-15 07:54:24
